0,1,2,3,4,label
-0.1245859107436378,-0.1914364592211495,0.3705324259982904,0.3954097985291902,0.032494682808091,0
-0.1256417474211891,-0.1880316928999672,0.4180363912102299,0.4221120358074158,0.0203563689570345,0
-0.1282043001116951,-0.1883609489577065,0.4448205926631746,0.4250887492047239,0.1017510288598868,0
-0.1280276617469032,-0.1872792736666451,0.4682652854324615,0.4224841513946546,0.130476192539155,0
-0.1283774516047676,-0.1869374708311806,0.4639178744315905,0.3945038629099281,0.1985017384364599,0
-0.1326895794333656,-0.1828081206457863,0.4590637842324767,0.4361935103199262,0.0104279256719772,0
-0.1305106124343116,-0.1861316756384621,0.4536874260667549,0.4302410875506289,0.0672050801816487,0
-0.1275375327529151,-0.187706668772007,0.4739566586767142,0.411455871244159,0.0205322275630198,0
-0.1279232344092567,-0.1916216508524666,0.4554100744250565,0.4500163609920993,0.184631303900594,0
-0.1281492254199226,-0.1921548143999825,0.4636315574061347,0.4544923149346391,0.09560821913658,0
-0.1294069430293281,-0.1900073782580147,0.4406211016882701,0.4363132915081676,0.0752531467517794,0
-0.1253070375384529,-0.1900087491648445,0.4182853313909169,0.4348752964425844,0.0142040580666747,0
-0.1259669503630836,-0.1890429453032265,0.4659541958796153,0.4677071732463573,0.0178822724717114,0
-0.1249323925437171,-0.1880543128626595,0.4901263730089514,0.4208433993472364,0.0065497784845633,0
-0.1285950085581977,-0.1927324132101784,0.4552429230860357,0.3829277335787274,0.0814981709570325,0
-0.1231243750514228,-0.1897507504599342,0.436827742519038,0.4215823857446154,0.0144694758948257,0
-0.1239967486323554,-0.1935990647452126,0.4577844326425812,0.4209305327105292,0.1733670928834973,0
-0.1224506637515266,-0.1923728481905708,0.4578954697868068,0.4397332001019527,0.064730760847161,0
-0.1167230150164802,-0.1928119556086311,0.4030591371678119,0.4200145859898874,0.0910266164137668,0
-0.1124481996955116,-0.188879866995121,0.420480565738682,0.4209097669495463,0.0055938609974982,0
-0.1086304029883583,-0.1880617932455788,0.4135286467520423,0.3794876365368275,0.0174012496600746,0
-0.1035734257163246,-0.1884094373362312,0.4248925437294797,0.3874054295563416,0.1906077636559065,0
